timestamp,sku,upc,family_key,size,length,retail_price,supply_price,action,created_id,notes
2026-05-12T20:02:19.088902+00:00,M-Kon-1013MWZGK-38-40,672787249516,SGB,38,40,66.95,32.9,ERROR,,"HTTP 422: {'error': '{\n  ""error"": ""Validation Error"",\n  ""fields"": {\n    ""name"": ""Already exists for your retailer"",\n    ""name_existing_id"": ""774bed1b-0d9a-4cf4-986e-00f0cd5571a0""\n  }\n}'}"
2026-05-12T20:02:19.088902+00:00,M-Kon-1013MWZGK-46-34,760609356235,SGB,46,34,68.95,34.15,ERROR,,"HTTP 422: {'error': '{\n  ""error"": ""Validation Error"",\n  ""fields"": {\n    ""name"": ""Already exists for your retailer"",\n    ""name_existing_id"": ""774bed1b-0d9a-4cf4-986e-00f0cd5571a0""\n  }\n}'}"
2026-05-12T20:02:19.088902+00:00,M-Kon-1013MWZGK-54-34,760609356358,SGB,54,34,68.95,31.65,ERROR,,"HTTP 422: {'error': '{\n  ""error"": ""Validation Error"",\n  ""fields"": {\n    ""name"": ""Already exists for your retailer"",\n    ""name_existing_id"": ""774bed1b-0d9a-4cf4-986e-00f0cd5571a0""\n  }\n}'}"
2026-05-12T20:02:19.088902+00:00,M-Kon-1013MWZGK-52-30,760609356303,SGB,52,30,68.95,34.15,ERROR,,"HTTP 422: {'error': '{\n  ""error"": ""Validation Error"",\n  ""fields"": {\n    ""name"": ""Already exists for your retailer"",\n    ""name_existing_id"": ""774bed1b-0d9a-4cf4-986e-00f0cd5571a0""\n  }\n}'}"
2026-05-12T20:02:19.088902+00:00,M-Kon-1013MWZGK-50-34,760609356297,SGB,50,34,68.95,31.65,ERROR,,"HTTP 422: {'error': '{\n  ""error"": ""Validation Error"",\n  ""fields"": {\n    ""name"": ""Already exists for your retailer"",\n    ""name_existing_id"": ""774bed1b-0d9a-4cf4-986e-00f0cd5571a0""\n  }\n}'}"
2026-05-12T20:02:19.088902+00:00,M-Kon-1013MWZGK-32-40,672787249486,SGB,32,40,66.95,31.65,ERROR,,"HTTP 422: {'error': '{\n  ""error"": ""Validation Error"",\n  ""fields"": {\n    ""name"": ""Already exists for your retailer"",\n    ""name_existing_id"": ""774bed1b-0d9a-4cf4-986e-00f0cd5571a0""\n  }\n}'}"
2026-05-12T20:02:19.088902+00:00,M-Kon-1013MWZGK-42-30,084084392152,SGB,42,30,63.95,31.65,ERROR,,"HTTP 422: {'error': '{\n  ""error"": ""Validation Error"",\n  ""fields"": {\n    ""name"": ""Already exists for your retailer"",\n    ""name_existing_id"": ""774bed1b-0d9a-4cf4-986e-00f0cd5571a0""\n  }\n}'}"
2026-05-12T20:02:19.088902+00:00,M-Kon-1013MWZGK-48-30,760609356242,SGB,48,30,68.95,34.15,ERROR,,"HTTP 422: {'error': '{\n  ""error"": ""Validation Error"",\n  ""fields"": {\n    ""name"": ""Already exists for your retailer"",\n    ""name_existing_id"": ""774bed1b-0d9a-4cf4-986e-00f0cd5571a0""\n  }\n}'}"
2026-05-12T20:02:19.088902+00:00,M-Kon-1013MWZGK-44-32,760609356198,SGB,44,32,68.95,34.15,ERROR,,"HTTP 422: {'error': '{\n  ""error"": ""Validation Error"",\n  ""fields"": {\n    ""name"": ""Already exists for your retailer"",\n    ""name_existing_id"": ""774bed1b-0d9a-4cf4-986e-00f0cd5571a0""\n  }\n}'}"
2026-05-12T20:02:19.088902+00:00,M-Kon-1013MWZGK-40-34,084084240217,SGB,40,34,63.95,31.65,ERROR,,"HTTP 422: {'error': '{\n  ""error"": ""Validation Error"",\n  ""fields"": {\n    ""name"": ""Already exists for your retailer"",\n    ""name_existing_id"": ""774bed1b-0d9a-4cf4-986e-00f0cd5571a0""\n  }\n}'}"
2026-05-12T20:02:19.088902+00:00,M-Kon-1013MWZGK-52-32,760609356310,SGB,52,32,68.95,34.15,ERROR,,"HTTP 422: {'error': '{\n  ""error"": ""Validation Error"",\n  ""fields"": {\n    ""name"": ""Already exists for your retailer"",\n    ""name_existing_id"": ""774bed1b-0d9a-4cf4-986e-00f0cd5571a0""\n  }\n}'}"
2026-05-12T20:02:19.088902+00:00,M-Kon-1013MWZGK-34-40,672787249493,SGB,34,40,66.95,32.9,ERROR,,"HTTP 422: {'error': '{\n  ""error"": ""Validation Error"",\n  ""fields"": {\n    ""name"": ""Already exists for your retailer"",\n    ""name_existing_id"": ""774bed1b-0d9a-4cf4-986e-00f0cd5571a0""\n  }\n}'}"
2026-05-12T20:02:19.088902+00:00,M-Kon-1013MWZGK-36-40,672787249509,SGB,36,40,66.95,32.9,ERROR,,"HTTP 422: {'error': '{\n  ""error"": ""Validation Error"",\n  ""fields"": {\n    ""name"": ""Already exists for your retailer"",\n    ""name_existing_id"": ""774bed1b-0d9a-4cf4-986e-00f0cd5571a0""\n  }\n}'}"
2026-05-12T20:02:19.088902+00:00,M-Kon-1013MWZGK-54-30,760609356334,SGB,54,30,68.95,34.15,ERROR,,"HTTP 422: {'error': '{\n  ""error"": ""Validation Error"",\n  ""fields"": {\n    ""name"": ""Already exists for your retailer"",\n    ""name_existing_id"": ""774bed1b-0d9a-4cf4-986e-00f0cd5571a0""\n  }\n}'}"
2026-05-12T20:02:19.088902+00:00,M-Kon-1013MWZGK-33-36,084084240019,SGB,33,36,63.95,31.65,ERROR,,"HTTP 422: {'error': '{\n  ""error"": ""Validation Error"",\n  ""fields"": {\n    ""name"": ""Already exists for your retailer"",\n    ""name_existing_id"": ""774bed1b-0d9a-4cf4-986e-00f0cd5571a0""\n  }\n}'}"
2026-05-12T20:02:19.088902+00:00,M-Kon-1013MWZGK-50-30,760609356273,SGB,50,30,68.95,34.15,ERROR,,"HTTP 422: {'error': '{\n  ""error"": ""Validation Error"",\n  ""fields"": {\n    ""name"": ""Already exists for your retailer"",\n    ""name_existing_id"": ""774bed1b-0d9a-4cf4-986e-00f0cd5571a0""\n  }\n}'}"
2026-05-12T20:02:19.088902+00:00,M-Kon-1013MWZDD-36-32,084084358622,DK_STONE,36,32,66.95,31.65,ERROR,,"HTTP 422: {'error': '{\n  ""error"": ""Validation Error"",\n  ""fields"": {\n    ""name"": ""Already exists for your retailer"",\n    ""name_existing_id"": ""7d73ad6d-879d-4828-acb7-a1aef941e4c9""\n  }\n}'}"
2026-05-12T20:02:19.088902+00:00,M-Kon-1013MWZDD-29-36,084084358325,DK_STONE,29,36,63.95,31.65,ERROR,,"HTTP 422: {'error': '{\n  ""error"": ""Validation Error"",\n  ""fields"": {\n    ""name"": ""Already exists for your retailer"",\n    ""name_existing_id"": ""7d73ad6d-879d-4828-acb7-a1aef941e4c9""\n  }\n}'}"
2026-05-12T20:02:19.088902+00:00,M-Kon-1013MWZDD-29-38,084084358332,DK_STONE,29,38,63.95,32.9,ERROR,,"HTTP 422: {'error': '{\n  ""error"": ""Validation Error"",\n  ""fields"": {\n    ""name"": ""Already exists for your retailer"",\n    ""name_existing_id"": ""7d73ad6d-879d-4828-acb7-a1aef941e4c9""\n  }\n}'}"
2026-05-12T20:02:19.088902+00:00,M-Kon-1013MWZDD-40-30,084084392220,DK_STONE,40,30,63.95,31.65,ERROR,,"HTTP 422: {'error': '{\n  ""error"": ""Validation Error"",\n  ""fields"": {\n    ""name"": ""Already exists for your retailer"",\n    ""name_existing_id"": ""7d73ad6d-879d-4828-acb7-a1aef941e4c9""\n  }\n}'}"
2026-05-12T20:02:19.088902+00:00,M-Kon-1013MWZWK-34-32,084084494559,SHB,34,32,63.95,30.0,ERROR,,"HTTP 422: {'error': '{\n  ""error"": ""Validation Error"",\n  ""fields"": {\n    ""name"": ""Already exists for your retailer"",\n    ""name_existing_id"": ""29570936-cbd6-4030-8027-026ad41064b2""\n  }\n}'}"
2026-05-12T20:02:19.088902+00:00,M-Kon-1013MWZWK-36-32,084084494634,SHB,36,32,63.95,30.0,ERROR,,"HTTP 422: {'error': '{\n  ""error"": ""Validation Error"",\n  ""fields"": {\n    ""name"": ""Already exists for your retailer"",\n    ""name_existing_id"": ""29570936-cbd6-4030-8027-026ad41064b2""\n  }\n}'}"
2026-05-12T20:02:19.088902+00:00,M-Kon-1013MWZWK-33-32,084084494504,SHB,33,32,63.95,30.0,ERROR,,"HTTP 422: {'error': '{\n  ""error"": ""Validation Error"",\n  ""fields"": {\n    ""name"": ""Already exists for your retailer"",\n    ""name_existing_id"": ""29570936-cbd6-4030-8027-026ad41064b2""\n  }\n}'}"
2026-05-12T20:02:19.088902+00:00,M-Kon-1013MWZWK-42-30,084084494764,SHB,42,30,59.95,30.0,ERROR,,"HTTP 422: {'error': '{\n  ""error"": ""Validation Error"",\n  ""fields"": {\n    ""name"": ""Already exists for your retailer"",\n    ""name_existing_id"": ""29570936-cbd6-4030-8027-026ad41064b2""\n  }\n}'}"
2026-05-12T20:02:19.088902+00:00,M-Kon-1013MWZWK-36-30,084084494627,SHB,36,30,63.95,30.0,ERROR,,"HTTP 422: {'error': '{\n  ""error"": ""Validation Error"",\n  ""fields"": {\n    ""name"": ""Already exists for your retailer"",\n    ""name_existing_id"": ""29570936-cbd6-4030-8027-026ad41064b2""\n  }\n}'}"
2026-05-12T20:02:19.088902+00:00,M-Kon-1013MWZPW-38-36,051071352307,PWI,38,36,61.95,29.0,ERROR,,"HTTP 422: {'error': '{\n  ""error"": ""Validation Error"",\n  ""fields"": {\n    ""name"": ""Already exists for your retailer"",\n    ""name_existing_id"": ""a8335e85-0979-49ac-8dcc-acad7e5242a0""\n  }\n}'}"
