barcode,our_product_id,our_product_name,our_sku,our_category,conflict_product_id,conflict_product_name,conflict_sku,conflict_category,keep_which,notes
197318907722,1359fb62-2439-48f7-a2ea-a5c065cde5bf,Felipe FTD LS SNP SHRT (M-ARI-10073623-CHA-XXL),M-ARI-10073623-CHA-XXL,,10de9f48-7414-48bf-a1bf-9aa5d859937d,Ariat Men's Felipe Fitted Snap Shirt - Chambray Blue Geo Print,10073623-XXL,Apparel - Western Woven Shirts,,
197318907685,039bf898-c264-4faa-9e3d-4c1097b0c948,Felipe FTD LS SNP SHRT (M-ARI-10073623-CHA-XXL),A-ARI-10073623-CHA-S,,b0aa9061-67f5-48b6-b16c-ec28e9284c87,Ariat Men's Felipe Fitted Snap Shirt - Chambray Blue Geo Print,10073623-SML,Apparel - Western Woven Shirts,,
197318907692,c28b3c00-47d4-494a-8bfe-a6cff178cdd1,Felipe FTD LS SNP SHRT (M-ARI-10073623-CHA-XXL),M-ARI-10073623-CHA-M,,9218faa5-6566-4992-b79f-60d58ce01d2b,Ariat Men's Felipe Fitted Snap Shirt - Chambray Blue Geo Print,10073623-MED,Apparel - Western Woven Shirts,,
197318907708,051a7a6a-7f12-49e2-aa1c-2fa96f87d92d,Felipe FTD LS SNP SHRT (M-ARI-10073623-CHA-XXL),M-ARI-10073623-CHA-L,,4c6ab52a-f482-4d1e-b192-5e1b3a053e63,Ariat Men's Felipe Fitted Snap Shirt - Chambray Blue Geo Print,10073623-LG,Apparel - Western Woven Shirts,,
751702668875,480c9e17-2d4d-41ec-b66a-3eb267cd097d,Heritage Western R Toe (M-ARI-10002218-BLA-14-D),M-ARI-10002218-BLA-14-D,Footwear - Boots,937d5685-4b3e-4b7a-9c7e-fe95f6f50925,Heritage Western R Toe,10002218-14-D-BlackDeertan,Footwear - Boots,,
195696251277,0ce8c1fb-1c3b-4342-81f9-b322fe046094,Real Crius Ins Vest (W-ARI-10041584-BAN-XL),W-ARI-10041584-BAN-XL,,f14052cc-2045-4e1a-bc4d-0cf77b0cca6b,Real Crius Ins Vest,10041584-XL--BanyanBark,Apparel - Outerwear,,
192904726282,9c2d4a79-3f59-413b-9727-74349dfcee53,Women's Circuit Savanna (W-ARI-10035942-NAT-6.5-B),W-ARI-10035942-NAT-5.5-B,Footwear - Boots,f3dbd28e-674a-477d-a039-8e9dfc6c13cf,Women's Circuit Savanna,10035942-5.5-B-NaturallyDistressedBrown/LeopardPrint,Footwear - Boots,,
195696536329,ea896f50-cec8-4daf-af6f-9d4ea6bc269d,Women's Olena Boots (W-ARI-10044442-6-B),W-ARI-10044442-6-B,Footwear - Boots,4ae16fbd-2c87-4b42-9c19-3d8d612369f1,Women's Olena Boots,10044442-6-B,Footwear - Boots,,
701340515901,6d0ed92b-dfce-43dc-90b7-e51d3f5dec09,Blazin Roxx 30592 (A-MFW-30592-MUL),A-MFW-30592-MUL,,fcce7eb1-8fd7-42c6-9780-053c740978d0,HB Beaded Triang BR,NA-NA-30592-MUL-NA,Accessories - Jewelry,,
701340515918,067f7b55-288c-4306-85fc-1dd12aa3573a,Blazin Roxx 30594 (A-MFW-30594-BLA),A-MFW-30594-BLA,,d9a897ac-a2f6-40fa-988e-bca15c5d8582,HB Tribal Fabric,NA-NA-30594-BLA-NA,Accessories - Jewelry,,
193109643961,dff71970-8f51-4326-ab5f-d630af56938d,Corral LD Fuchsia Embroidered Ankle Boot (W-COR-Z5137-FUC-8-M) [W-COR-Z5137-FUC-8-M],W-COR-Z5137-FUC-8-M,Footwear - Boots,5e7dc71e-a0ba-4684-9cd8-e20f44634610,Women's Fuchsia Embroidery Ankle Boot - Z5137,W-COR-Z5137-FEM-8-M,Footwear - Western Boots,,
193109786781,40a9c8ca-d8e3-4a3f-9f30-7f1255f5c1b2,MN Tobacco/Turquoise Fish Pirarucu Embroid (M-COR-B50223-TT-12-D) [M-COR-B50223-TT-12-D],M-COR-B50223-TT-12-D,Footwear - Boots,820fdc0d-c5c4-4217-b96b-5dfbbfa5419f,Men's Tobaco/turquoise Fish Pirarucu Embroidery Wide Square Toe Cowboy Boot - B5023,M-COR-B5023-TTU-12-WIDE,Footwear - Western Boots,,
193109786798,23006c0f-c6a6-4ced-b460-b42f17e07511,MN Tobacco/Turquoise Fish Pirarucu Embroid (M-COR-B5023-TT-13-NA) [M-COR-B5023-TT-13-NA],M-COR-B5023-TT-13-NA,Footwear - Boots,f65de1d0-ccb3-4a83-8150-70433cb746ea,Men's Tobaco/turquoise Fish Pirarucu Embroidery Wide Square Toe Cowboy Boot - B5023,M-COR-B5023-TTU-13-WIDE,Footwear - Western Boots,,
731871428999,1299e572-e1ba-4223-bc9a-608ea50bf298,Holland Tan Water Buffalo Women's Roper Toe Boots (W-BHS-RP3311-TAN-10-B) [W-BHS-RP3311-TAN-10-B],W-BHS-RP3311-TAN-10-B,Footwear - Boots,e1c8a01d-9649-4154-be63-4c7837741678,HOLLAND,RP3311-B100,Kids,,
731871832062,a9381466-8882-4509-8cc0-aa3c681f151b,Kilgore Hickory Brown Water Buffalo Boots (M-BHS-SE750-HIC-13-D) [M-BHS-SE750-HIC-13-D],M-BHS-SE750-HIC-13-D,Footwear - Boots,86135f53-28cb-49ca-9ed8-653edea8e8df,KILGORE,SE7501-D130,Kids,,
731871832154,889e117e-f87d-4552-b3ca-1c6b112a462e,Kilgore Hickory Brown Water Buffalo Boots (M-BHS-SE7501-HIC-10.5-EE) [M-BHS-SE7501-HIC-10.5-EE],M-BHS-SE7501-HIC-10.5-EE,Footwear - Boots,b7cafdf6-ddb3-4591-a376-98a0a2d75525,KILGORE,SE7501-EE105,Kids,,
731871832048,1a207aff-672e-4cfe-86e2-1e00948f9a6d,Kilgore Hickory Brown Water Buffalo Boots (M-BHS-SE7501-HIC-11.5-D) [M-BHS-SE7501-HIC-11.5-D],M-BHS-SE7501-HIC-11.5-D,Footwear - Boots,c4e89c55-3c50-4eb3-94ff-eb7c030f373d,KILGORE,SE7501-D115,Kids,,
731871832178,fb2df437-3c54-4a62-b32b-360e328cb7de,Kilgore Hickory Brown Water Buffalo Boots (M-BHS-SE7501-HIC-11.5-EE) [M-BHS-SE7501-HIC-11.5-EE],M-BHS-SE7501-HIC-11.5-EE,Footwear - Boots,36494eff-b10f-423d-8fcf-1fd56bf32e7a,KILGORE,SE7501-EE115,Kids,,
731871832079,6ba3c990-2736-455c-80f2-cd0872e20b84,Kilgore Hickory Brown Water Buffalo Boots (M-BHS-SE7501-HIC-14-D) [M-BHS-SE7501-HIC-14-D],M-BHS-SE7501-HIC-14-D,Footwear - Boots,61e07930-527c-4ca9-a2ec-8acd86c141e9,KILGORE,SE7501-D140,Kids,,
679145402972,c03222eb-b38c-4efb-b096-c254e1c11685,Laredo Men Black 12 VP Stitch Boots (M-DPC-6860-BLA-8-D) [M-DPC-6860-BLA-8-D],M-DPC-6860-BLA-8-D,Footwear - Boots,f612953f-2818-4427-9274-ccb5dac190d2,HAWK BOOT,6860BLACK/BLACK8D,Footwear - Western Boots,,
701340536777,88e5cc39-b8df-47b5-ae43-26e6950389aa,A73124 Hat,A-MFW-A73124-7.375-7-3/8,,630d0085-21f1-4b1f-8b2d-7a0ff0c862e6,Ariat Bangora 2 Cord Golden Brown Band Double S,A73124-7.375,Hats - Straw Cowboy Hats,,
701340526150,499b8b95-455b-4f47-ad60-41ec7a4f8fb8,Twister Hat,A-MFW-T71621-7.375-7-3/8,,cc77d46a-e354-4cd7-890e-d32dec177dfb,Twister Bangora Western Hat,T71621-7.375,Hats - Straw Cowboy Hats,,
701340287143,36b83953-cf4b-4795-925d-d174abbf66a3,Twister Hat T7101001,A-MFW-T7101001-6.875-BLA-6-7/8,,92d1460e-5bbe-43be-a364-8740a03a8d81,Twister Dallas Wool Western Hat,T7101001-6.875,Hats - Felt Cowboy Hats,,
701340789661,7af49271-b3da-423a-b33a-d98b5c686226,Twister Hat T73436,A-MFW-T73436-7.375-7-3/8,,7122a72b-da53-4a9f-ae43-1ac2ea437766,Twister 10X Shantung Natural Hat,T73436-7.375,Hats - Straw Cowboy Hats,,
701340789630,aed7d138-58f5-4d1b-807b-c08e9ffa8a82,Twister Hat T73436 (A-MFW-T73436-7-7),A-MFW-T73436-7-7,,cb3f7886-b985-4928-924b-789970c899e5,Twister 10X Shantung Natural Hat,T73436-7,Hats - Straw Cowboy Hats,,
701340580381,62c53ac8-ed48-4535-9eb2-178c62f9e05b,Twister Youth Hat (K-MFW-T7100348-M-M),K-MFW-T7100348-M-M,,21508bcc-ae0e-4af2-9217-59d90db92726,Twister Youth Western Hat - Kids,T7100348-M,Hats - Straw Cowboy Hats,,
701340613454,1cc9a50b-667c-456c-a851-ff1adbd082b0,Twister Youth Hat (K-MFW-T71318-M-M),K-MFW-T71318-M-M,,5ba93520-9dc0-435f-9f75-cb5e2afa9214,Twister Youth Bangora Straw Hat,K-MFW-T71318-M,Hats - Straw Cowboy Hats,,
196692787272,7719a2ef-86fa-45c3-bb39-b7544ab8074a,Dark Vintage Double Barrel Jeans (A-WMA-VMTBD02587-DAR-36-32),A-WMA-VMTBD02587-DAR-36-32,Apparel - Jeans,e17074d5-2a50-45f3-98a2-a8d1f7184ef2,Dark Vintage Double Barrel Jeans,VMTBD02587-DV-36-32,Apparel - Jeans,,
194648870436,d761de0c-4184-4abc-9aeb-16d38c11169d,Dark Wash Stripe Trouser (W-WMA-RRWD5HRZTX-DAR-34-32),W-WMA-RRWD5HRZTX-DAR-33-32,Apparel - Jeans,61ebf106-c00c-4148-b3b7-c06ca6e8dbfe,Trouser High Rise – “Dark Wash Stripe Trouser”,RRWD5HRZTX-33-32,Apparel - Jeans,,
194648870443,caa716ff-ab80-4b8d-b958-772bcf4e8219,Dark Wash Stripe Trouser (W-WMA-RRWD5HRZTX-DAR-34-32),W-WMA-RRWD5HRZTX-DAR-34-32,Apparel - Jeans,0f877252-7831-4648-a5f7-07662955dfe6,Rock & Roll Denim Trouser Jeans,RRWD5HRZTX-34-32,Apparel - Jeans,,
194648225526,edfc17ea-2767-4265-8870-e0ef123bd7c9,Double Barrel Bootcut Jeans (M-WMA-M0D7715-DAR-44-36),M-WMA-M0D7715-DAR-44-36,Apparel - Jeans,3f797649-ad17-4e56-a0d3-915f7fe854c7,Double Barrel Bootcut Jeans,M0D7715-DV-44-36,Apparel - Jeans,,
197815126664,d0a75d01-6c61-4b7a-b9ef-b4b35f6e4f96,Double Barrel Stackable Boot (M-WMA-VMTBD03712-MED-40-30),M-WMA-VMTBD03712-MED-40-30,Apparel - Jeans,cafc68b8-26f2-4186-a53e-7b092447b6d7,Double Barrel Stackable Boot,VMTBD03712-MV-40-30,Apparel - Jeans,,
