source_pid,orphan_sku,ls_product_id,ls_uuid_found,style_number_raw,style_number_clean,embedded_color_code,brand,supplier,category,barcode,retail_price,supply_price,color,size,item_name
6401,W-MIN-MSW9164269-PNK-DAR-S,ca3e7dea-84f1-4fba-b4d8-f87f88a9c7ff,Y,MSW9164269 PNK,MSW9164269,PNK,Cinch,Miller International,Apparel - Western Shirt,192584638103,69.95,,Dark Pink,S,Cinch LS Arenaflex Shirt
6402,M-MIN-MTW1725003-RED-RED-L,66c32f92-9a5b-4d80-a330-fdb9671a561b,Y,MTW1725003 RED,MTW1725003,RED,Cinch,Miller International,Apparel - Western Shirt,192584632750,74.95,,Red,L,Cinch SS Arenaflex Shirt
6403,M-MIN-MTW1725003-RED-RED-M,384b62ec-7083-44e5-9585-665efa6e241a,Y,MTW1725003 RED,MTW1725003,RED,Cinch,Miller International,Apparel - Western Shirt,192584632743,74.95,,Red,M,Cinch SS Arenaflex Shirt
6404,M-MIN-MTW1725003-RED-RED-S,725dfee5-93b8-4d68-a5f9-36cf07546073,Y,MTW1725003 RED,MTW1725003,RED,Cinch,Miller International,Apparel - Western Shirt,192584632736,74.95,,Red,S,Cinch SS Arenaflex Shirt
6405,M-MIN-MTW1725003-RED-RED-XS,f61603e2-3d8e-418f-a7ad-71667fed7fa8,Y,MTW1725003 RED,MTW1725003,RED,Cinch,Miller International,Apparel - Western Shirt,192584632729,74.95,,Red,XS,Cinch SS Arenaflex Shirt
6406,M-MIN-MTW1725003-RED-RED-XXL,0af0f2ae-cab4-435c-a9d7-db23ddb62b27,Y,MTW1725003 RED,MTW1725003,RED,Cinch,Miller International,Apparel - Western Shirt,192584632774,74.95,,Red,XXL,Cinch SS Arenaflex Shirt
6407,M-MIN-MTW1725003-RED-RED-XL,142a14b8-78ca-4fbf-9c2b-7948a36cc732,Y,MTW1725003 RED,MTW1725003,RED,Cinch,Miller International,Apparel - Western Shirt,192584632767,74.95,,Red,XL,Cinch SS Arenaflex Shirt
6429,W-MIN-MSW9165087-LIM-LIM-L,9d6231fa-faf8-495a-a65c-1cf7546215e9,Y,MSW9165087 LIM,MSW9165087,LIM,Cinch,Miller International,Apparel - Western Shirt,192584638547,61.95,,Lime,L,Cinch TENCEL LS Shirt
6430,W-MIN-MSW9165087-LIM-LIM-M,0218e899-ca81-489a-9710-0d38298e6265,Y,MSW9165087 LIM,MSW9165087,LIM,Cinch,Miller International,Apparel - Western Shirt,192584638530,61.95,,Lime,M,Cinch TENCEL LS Shirt
6431,W-MIN-MSW9165087-LIM-LIM-XXL,63b75126-657f-47a7-b999-fa79b3b0a6df,Y,MSW9165087 LIM,MSW9165087,LIM,Cinch,Miller International,Apparel - Western Shirt,192584638561,61.95,,Lime,XXL,Cinch TENCEL LS Shirt
6432,W-MIN-MSW9165087-LIM-LIM-XL,f190621c-c467-400e-8739-e4519db561bc,Y,MSW9165087 LIM,MSW9165087,LIM,Cinch,Miller International,Apparel - Western Shirt,192584638554,61.95,,Lime,XL,Cinch TENCEL LS Shirt
6433,W-MIN-MSW9165087-LIM-LIM-S,950a4ab4-0ded-4922-b75c-cc379f1d0383,Y,MSW9165087 LIM,MSW9165087,LIM,Cinch,Miller International,Apparel - Western Shirt,192584638523,61.95,,Lime,S,Cinch TENCEL LS Shirt
6434,W-MIN-MSW9165087-LIM-LIM-XS,fc88a75a-0317-4ab1-960d-45988a9d0029,Y,MSW9165087 LIM,MSW9165087,LIM,Cinch,Miller International,Apparel - Western Shirt,192584638516,61.95,,Lime,XS,Cinch TENCEL LS Shirt
