source_pid,orphan_sku,ls_product_id,ls_uuid_found,style_number_raw,style_number_clean,embedded_color_code,brand,supplier,category,barcode,retail_price,supply_price,color,size,item_name,ls_deleted_at,ls_active,ls_family_id,ls_name
1412,K-KAR-3-30-278-2088-PU-PB-XS,eb289aa4-7338-4d9c-9d03-10dfb0941696,Y,3-30-278-2088 PU,3-30-278-2088,PU,Roper,Karman Inc,Apparel - Western Shirt,,20.00,,Purple/Blue,XS,Roper Boys Shirt,,Y,ab7c2a01-798f-4cfb-88a7-9bd3cdc8f2a8,Roper Boys Shirt (K-KAR-3-30-278-2088-PU-PB-XS)
1421,B-KAR-03-030-0482-0410-BR-CAM-L,684c744b-b5c4-40f9-8fc8-449ed055f50b,Y,03-030-0482-0410 BR,03-030-0482-0410,BR,Roper,Karman Inc,Apparel - Outerwear,,25.00,,Camouflage,L,Roper Vintage Jacket,,Y,8d445ee3-e38a-4e7e-a30b-8efaaf4f9444,Roper Vintage Jacket (B-KAR-03-030-0482-0410-BR-CAM-L)
1427,K-KAR-3-30-421-612-BL-BL-L,790a75b5-5e5c-42e6-8f46-dff7ca6c35d1,Y,3-30-421-612 BL,3-30-421-612,BL,Roper,Karman Inc,Apparel - Western Shirt,196070403503,25.00,,BL,L,Roper Vintage Shirt,,Y,8c0025a0-ac30-466c-88a3-3653d782db30,Roper Vintage Shirt (K-KAR-3-30-421-612-BL-BL-L)
1433,K-KAR-03-030-0522-5685-BU-BLU-XL,369fe506-ee57-4524-9f59-62588bd25d6a,Y,03-030-0522-5685 BU,03-030-0522-5685,BU,Roper,Karman Inc,Apparel - Western Shirt,884426345897,15.00,,Blue,XL,Roper Plaid Shirt,,Y,9117a3eb-eb1f-4f47-9cbc-32f958c8fafc,Roper Plaid Shirt (K-KAR-03-030-0522-5685-BU-BLU-XL)
1435,M-KON-70127BT-20-x-35,f60160a1-6cc0-444a-a01e-a98cf00e1882,Y,70127BT,70127BT,,Wrangler,Kontoor Brands,Apparel - Western Shirt,672787004856,10.00,,,20 x 35,Wrangler Cowboy Cut Western Shirt,,Y,f6111a12-10fe-47e4-84de-62627f98bd50,Wrangler Cowboy Cut Western Shirt (M-KON-70127BT-20-x-35) [M-KON-70127BT-20-x-35
1436,M-KON-70136MW-20-x-37,543912fa-333e-4e18-b466-59d849a9fc37,Y,70136MW,70136MW,,Wrangler,Kontoor Brands,Apparel - Western Shirt,051071114950,10.00,,,20 x 37,Wrangler Work Western Shirt,,Y,e366b4ae-a5a4-437a-8aee-c4d512957959,Wrangler Work Western Shirt (M-KON-70136MW-20-x-37)
1438,M-KAR-1-01-101-6040-BR-BRO-3XL,852244b5-47ef-4439-88a5-57fdceb4e7b7,Y,1-01-101-6040 BR,1-01-101-6040,BR,Roper,Karman Inc,Apparel - Western Shirt,198070394252,25.00,,Brown Plaid,3XL,Roper Plaid Shirt,,Y,9693c320-0dc9-456e-9db8-085e712f286b,Roper Plaid Shirt (M-KAR-1-01-101-6040-BR-BRO-3XL)
1442,M-KAR-01-001-101-6040-BR-BRO-2XL,035e6734-6218-4178-aa03-afcaf40266a2,Y,01-001-101-6040 BR,01-001-101-6040,BR,Roper,Karman Inc,Apparel - w Shirt,196070394245,25.00,,Brown Plaid,2XL,Roper Plaid Shirt,,Y,f6cb73a6-96f3-4969-8335-2ddbb574aa6f,Roper Plaid Shirt (M-KAR-01-001-101-6040-BR-BRO-2XL)
1445,M-MIN-MTW1105995-WHT-WHI-XXL,f7005f5e-55c3-4766-8c1b-8e57fe8613d8,Y,MTW1105995 WHT,MTW1105995,WHT,Cinch,Miller International,Apparel - woven Shirt,,46.97,,White,XXL,Cinch Woven Shirt,,Y,2b0a9423-99bc-4ece-a4f8-7f04df06bf3f,Cinch Woven Shirt (M-MIN-MTW1105995-WHT-WHI-XXL)
1446,M-MIN-MTW1105991-RED-RED-XXL,0803b141-24b2-409b-bc29-c56205fbae9c,Y,MTW1105991 RED,MTW1105991,RED,Cinch,Miller International,Apparel - Woven Shirt,,44.97,,Red,XXL,Cinch Woven Shirt,,Y,c7a9dadd-78d0-4bfd-bd56-1010b0f3a098,Cinch Woven Shirt (M-MIN-MTW1105991-RED-RED-XXL)
1452,M-KAR-3-01-278-2086-PU-PUR-2XL,6123b989-9903-4815-80e4-be439e3970fd,Y,3-01-278-2086 PU,3-01-278-2086,PU,Roper,Karman Inc,Apparel - Western Shirt,196070025828,35.97,,Purple,2XL,Roper Western Shirt,,Y,4c31827c-1a92-4334-a565-c51e79c5132a,Roper Western Shirt (M-KAR-3-01-278-2086-PU-PUR-2XL)
1465,M-MIN-MTK1721018-TEA-TEA-M,20169df3-f254-4c72-9747-612b09f2824c,Y,MTK1721018 TEA,MTK1721018,TEA,Cinch,Miller International,Apparel - T-Shirt,192584532845,44.95,,Teal,M,"Cinch Lead, Don't Follow Tee",,Y,81a01ce9-6600-4a4b-a8f9-14acb71c36f2,"Cinch Lead, Don't Follow Tee (M-MIN-MTK1721018-TEA-TEA-M) [M-MIN-MTK1721018-TEA-"
1467,M-MIN-MTW1105881-BRN-BRO-S,66f19c9d-b483-422b-b29c-3298b33bd97a,Y,MTW1105881 BRN,MTW1105881,BRN,Cinch,Miller International,Apparel - Western Shirt,192584542288,46.97,,Brown,S,Cinch Western Shirt,,Y,959811c3-2523-4405-be5a-d0eba7bb209b,Cinch Western Shirt (M-MIN-MTW1105881-BRN-BRO-S) [M-MIN-MTW1105881-BRN-BRO-S]
1469,M-MIN-MTW1105881-BRN-BRO-XS,d02752bd-2f2a-44e8-8a63-403f90ca0db2,Y,MTW1105881 BRN,MTW1105881,BRN,Cinch,Miller International,Apparel - Western Shirt,192584542271,46.97,,Brown,XS,Cinch Western Shirt,,Y,2578f14e-2cd9-4b5e-b850-33597347f903,Cinch Western Shirt (M-MIN-MTW1105881-BRN-BRO-XS) [M-MIN-MTW1105881-BRN-BRO-XS]
1472,M-MIN-MB58135005-RED-RED-S,ae82b0d6-890c-442f-8a71-5a0c40bab870,Y,MB58135005 RED,MB58135005,RED,Cinch,Miller International,Apparel - Other,192584540178,38.97,,Red,S,Cinch Shorts,,Y,98cbadb8-3956-4243-bb2a-a2f79ed167f9,Cinch Shorts (M-MIN-MB58135005-RED-RED-S) [M-MIN-MB58135005-RED-RED-S]
1473,M-MIN-MB58135005-RED-RED-XL,9fa52434-5fb1-443c-815c-3c14005fa8e8,Y,MB58135005 RED,MB58135005,RED,Cinch,Miller International,Apparel - Shorts,192584540208,38.97,,Red,XL,Cinch Shorts,,Y,1738cc2d-f885-43ba-8927-ad7ecbb1910f,Cinch Shorts (M-MIN-MB58135005-RED-RED-XL) [M-MIN-MB58135005-RED-RED-XL]
1490,W-CRU-CWK7502001-CRE-NA-S,c2b5d3bc-60cf-4a16-8225-254a999ed8ed,Y,CWK7502001 CRE,CWK7502001,CRE,Cruel Denim,Cruel Denim,Apparel - Shirt,192584543476,49.95,,NA,S,Cruel Denim Shirt,,Y,aecd05b4-3410-4934-99ca-83cd1d9d0e72,Cruel Denim Shirt (W-CRU-CWK7502001-CRE-NA-S) [W-CRU-CWK7502001-CRE-NA-S]
1501,W-MIN-MAK7908001-GRY-GRA-L,a6469c18-266a-4ad7-aeed-a733914bd789,Y,MAK7908001 GRY,MAK7908001,GRY,Cinch,Miller International,Apparel - Shirt,192584546286,58.97,,Gray,L,Cinch Shirt,,Y,8c3d9a80-2f8b-49c0-acd4-7be7885df529,Cinch Shirt (W-MIN-MAK7908001-GRY-GRA-L) [W-MIN-MAK7908001-GRY-GRA-L]
1507,W-MIN-MSK7895006-LTB-NA-L,9b802a40-4b7d-445d-a665-695c6afe756d,Y,MSK7895006 LTB,MSK7895006,LTB,Cinch,Miller International,Apparel - Shirt,,25.97,,NA,L,Cinch Shirt,,Y,ddfd4295-3a70-4e12-b939-be4fbf4f5ee8,Cinch Shirt (W-MIN-MSK7895006-LTB-NA-L)
1517,K-MIN-MTW7060307-MUL-MUL-XXL,89a9d637-cd05-4104-9c81-6000d102131b,Y,MTW7060307 MUL,MTW7060307,MUL,Cinch,Miller International,Apparel - Western Shirt,192584387360,20.00,,Multicolor,XXL,Cinch Western Shirt,,Y,6e6fe9d4-a0e0-44d9-ad0a-7dbef698f771,Cinch Western Shirt (K-MIN-MTW7060307-MUL-MUL-XXL)
1518,K-MIN-MTW7060379-PUR-PUR-XXL,069209c2-630c-4f9c-9de5-5d356ae091d4,Y,MTW7060379 PUR,MTW7060379,PUR,Cinch,Miller International,Apparel - Western Shirt,192584656536,27.97,,Purple,XXL,Cinch Western Shirt,,Y,8ca30226-dd3b-4a63-b200-af6cae37d485,Cinch Western Shirt (K-MIN-MTW7060379-PUR-PUR-XXL)
1519,K-KON-112367540-COR-3-6-M,df260173-fe76-4fe6-9d4a-1919a7537adb,Y,112367540,112367540,,Wrangler,Kontoor Brands,Apparel - Infant,,13.97,,Coral,3-6 M,Wrangler Baby Outfit,,Y,dab6f294-e509-4e59-9fcb-fb1332098afd,Wrangler Baby Outfit (K-KON-112367540-COR-3-6-M)
1528,K-CRU-CTW3370009-PUR-PUR-XS/4-5,3500466c-d263-4f61-970e-a8c7d5907102,Y,CTW3370009 PUR,CTW3370009,PUR,Cruel,Cruel,Apparel - Western Shirt,192584362909,27.97,,Purple,XS/4-5,Cruel Girls Western Shirt,,Y,c3e25f53-0c6e-493f-9a30-25ff0217c0cc,Cruel Girls Western Shirt (K-CRU-CTW3370009-PUR-PUR-XS/4-5) [K-CRU-CTW3370009-PU
1529,G-CRU-CWJ8009001-GLD-GOL-XS/4-5,ad77bccb-de5e-4320-a6c7-801305400da3,Y,CWJ8009001 GLD,CWJ8009001,GLD,Cruel Girl,Cruel Girl,Apparel - Outerwear,192584595741,62.97,,Gold,XS/4-5,Cruel Girl Jacket,,Y,4405c8af-271c-42dd-8755-fb27af9624e0,Cruel Girl Jacket (G-CRU-CWJ8009001-GLD-GOL-XS/4-5) [G-CRU-CWJ8009001-GLD-GOL-XS
1531,G-CRU-CTW8040013-PNK-PNK-S/6-7,e05997cc-d900-492e-b1ef-9bf39ed5fe03,Y,CTW8040013 PNK,CTW8040013,PNK,Cruel Girls,Cruel Girls,Apparel - Western Shirt,192584558265,28.97,,Pink,S/6-7,Cruel Girls Western Shirt,,Y,7c5e24e7-d349-476e-bf98-580a072de6e0,Cruel Girls Western Shirt (G-CRU-CTW8040013-PNK-PNK-S/6-7) [G-CRU-CTW8040013-PNK
1542,K-CRU-CTK8610002-PUR-PUR-M/8,4702d02a-4181-4433-872f-cd888cf5d8fc,Y,CTK8610002 PUR,CTK8610002,PUR,Cruel,Cruel,Apparel - T-Shirt,192584291469,10.00,,Purple,M/8,Cruel Girls T-Shirt,,Y,230c2409-5a48-446f-b3c8-31c5af226a85,Cruel Girls T-Shirt (K-CRU-CTK8610002-PUR-PUR-M/8)
1546,K-CRU-CWJ8009001-GLD-GOL-M/8,81b5dfe8-3fbb-4015-9d94-c62755d0c5e5,Y,CWJ8009001 GLD,CWJ8009001,GLD,Cruel Girls,Cruel Girls,Apparel - Outerwear,192584595765,62.97,,Gold,M/8,Cruel Girls Jacket,,Y,9e2027f1-582b-4835-afef-d1a246ebf754,Cruel Girls Jacket (K-CRU-CWJ8009001-GLD-GOL-M/8) [K-CRU-CWJ8009001-GLD-GOL-M/8]
1556,K-CRU-CTT8520003-PNK-PNK-XL/12,1f52066f-52fb-4392-9184-7684e56ac503,Y,CTT8520003 PNK,CTT8520003,PNK,Cruel,Cruel,Apparel - T-Shirt,192584403145,17.97,,Pink,XL/12,Cruel Girls T-Shirt,,Y,696d1daf-1d1c-41a5-8c67-22fc13173841,Cruel Girls T-Shirt (K-CRU-CTT8520003-PNK-PNK-XL/12)
1562,K-CRU-CWJ8009001-GLD-GOL-XXL,307efb66-d84f-4df5-aa96-5bf1d68e2335,Y,CWJ8009001 GLD,CWJ8009001,GLD,Cruel,Cruel,Apparel - Jacket,192584595796,62.97,,Gold,XXL,Cruel Girls Jacket,,Y,3d1f795a-bdcd-4348-829b-42e898348efc,Cruel Girls Jacket (K-CRU-CWJ8009001-GLD-GOL-XXL) [K-CRU-CWJ8009001-GLD-GOL-XXL]
1563,K-CRU-CTK3550009-CRE-XXL,da086857-29f2-4a30-bacf-0e9764edf165,Y,CTK3550009 CRE,CTK3550009,CRE,Cruel,Cruel,Apparel - T-Shirt,192584372939,23.97,,,XXL,Cruel Girls T-Shirt,,Y,7088db6d-c5d3-4bd4-a30e-f2fb49efa158,Cruel Girls T-Shirt (K-CRU-CTK3550009-CRE-XXL)
1565,K-CRU-CTK8005001-WHT-NA-XXL/14-16,cba641fe-f232-4588-b575-b3a8d6c134d1,Y,CTK8005001 WHT,CTK8005001,WHT,Cruel,Cruel,Apparel - T-Shirt,192584541571,18.97,,NA,XXL/14-16,Cruel Girls T-Shirt,,Y,5d1fcf2a-92b4-4624-8626-4675f0b12cef,Cruel Girls T-Shirt (K-CRU-CTK8005001-WHT-NA-XXL/14-16) [K-CRU-CTK8005001-WHT-NA
1615,W-MIN-MAK9820015-BLK-BLA-XXL,a1f58256-e327-44fc-a74d-073e0fb4f7df,Y,MAK9820015 BLK,MAK9820015,BLK,Cinch,Miller International,Apparel - Outerwear,192584434125,41.97,,Black,XXL,Cinch Fleece,,Y,a83ae5ff-47d7-414e-b42f-bcea721e70fe,Cinch Fleece (W-MIN-MAK9820015-BLK-BLA-XXL)
1621,W-MIN-MAK9909002-TUR-TUR-XXL,2ac1330d-b1fd-4f28-8b73-b672d14c8e83,Y,MAK9909002 TUR,MAK9909002,TUR,Cinch,Miller International,Apparel - Outerwear,192584509151,48.97,,Turquoise,XXL,Cinch Fleece MAK9909002,,Y,a73e9c9e-3cf0-4683-948a-4f959f7ae040,Cinch Fleece MAK9909002 (W-MIN-MAK9909002-TUR-TUR-XXL)
1623,W-MIN-MSW9201037-LTB-BLU-XXL,da85221a-ccb4-4141-8535-55550786c34a,Y,MSW9201037 LTB,MSW9201037,LTB,Cinch,Miller International,Apparel - Western Shirt,192584383065,36.97,,Blue Pattern,XXL,Cinch Western Shirt,,Y,4cfa72db-bcba-4e4b-b970-c1fb004742ec,Cinch Western Shirt (W-MIN-MSW9201037-LTB-BLU-XXL)
1624,W-MIN-MSW9164140-MUL-XXL,e3fe0fc4-66b4-4cdf-bcff-1fcc60c0f4ef,Y,MSW9164140 MUL,MSW9164140,MUL,Cinch,Miller International,Apparel - Shirt,192584182804,33.97,,,XXL,Cinch Western Shirt,,Y,7799908b-1aed-4dfe-9ca5-602dcaa266fd,Cinch Western Shirt (W-MIN-MSW9164140-MUL-XXL)
1625,W-MIN-MSW9164101-MUL-XXL,c9a70d5b-6d56-4c88-8c59-d6b6f0914d6e,Y,MSW9164101 MUL,MSW9164101,MUL,Cinch,Miller International,Apparel - Western Shirt,,23.97,,,XXL,Cinch Western Shirt,,Y,d8c74ea7-9c5c-4b3a-a8cc-9aaaddd12f19,Cinch Western Shirt (W-MIN-MSW9164101-MUL-XXL)
